PA Code,NSC Code,NCES Code,AUN Code,ULCS Code,SRC School ID,School Name (ULCS),Publication Name,Publication Name Alpha List,Abbreviated Name,Year Opened,School Level,Admission Type,Current Grade Span Served,Grade Span at Scale,Phasing-In,Phasing-Out,Governance,Management Organization,School Reporting Category,Alternate Education Type,Major Intervention,Major Intervention Year,Community School Cohort,CTE Status,Title I Designation,Federal Accountability Designation,City Council District,GPS Location,Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Website,School Leader Name,Learning Network,Assistant Superintendent,FACE Liaison Name,FACE Liaison Email,FACE Liaison Phone Number,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
7256,,421899006524,126515001,5200,520,ALEXANDER ADAIRE SCHOOL,Alexander Adaire School,"Adaire, Alexander School",Adaire,1957,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,5,"39.97232661, -75.12930989",N/A,1300 E PALMER ST,PHILADELPHIA,PA,19125,215-400-7480,215-400-7481,https://adaire.philasd.org/,MS ANNA JENKINS,Network 3,SONYA HARRISON,Rasheeda Sloan,rsloan@philasd.org,215-400-5861,1,1,1,1,1,1,1,1,1,0,0,0,0
3684,,421899003684,126515001,5210,521,H.A. BROWN ACADEMICS PLUS SCH,Henry A. Brown School,"Brown, Henry A. School","Brown, Henry",1959,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,1,"39.98661748, -75.12725674",N/A,1946 E SERGEANT ST,PHILADELPHIA,PA,19125,215-400-7490,215-400-7491,https://habrown.philasd.org/,MRS CONNIE CARNIVALE,Network 5,RENATO LAJARA,Jaime Serrano,jlserrano@philasd.org,215-400-5898,1,1,1,1,1,1,1,1,1,0,0,0,0
6525,,421899006525,126515001,5230,523,RUSSELL H. CONWELL MIDDLE SCH.,Russell H. Conwell School,"Conwell, Russell H. School",Conwell,1926,Middle,Special Admit,05-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,7,"39.99471406, -75.11527383",N/A,1849 E CLEARFIELD ST,PHILADELPHIA,PA,19134,215-400-7210,215-400-7211,https://conwell.philasd.org/,MS ERICA GREEN,Network 9,TAMARA EDWARDS,Troy Sanders,tlsanders@philasd.org,215-400-5899,0,0,0,0,0,1,1,1,1,0,0,0,0
3687,,421899003687,126515001,5250,525,PAUL L. DUNBAR SCHOOL,Paul L. Dunbar School,"Dunbar, Paul L. School",Dunbar,1932,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,Acceleration,2010-2011,2022-2023,,0,,5,"39.97948773, -75.15416974",N/A,1750 N 12TH ST,PHILADELPHIA,PA,19122,215-400-7410,215-400-7411,https://dunbar.philasd.org/,MR DANIEL MINA,Network 5,RENATO LAJARA,Dalila Bedoya,dbedoya@philasd.org,215-400-5866,1,1,1,1,1,1,1,1,1,0,0,0,0
3688,,421899003688,126515001,5260,526,LEWIS ELKIN SCHOOL,Lewis Elkin School,"Elkin, Lewis School",Elkin,1973,Elementary,Neighborhood,00-04,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,Academic Improvement Plan,2020-2021,,,0,,7,"39.997018, -75.121274",N/A,3199 D ST,PHILADELPHIA,PA,19134,215-400-7140,215-400-7141,https://elkin.philasd.org/,MS CHARLOTTE GILLUM,Network 11,AMELIA COLEMAN BROWN,Lisania Alvarez-Baldwin,lalvarezbaldwin@philasd.org,215-400-5878,1,1,1,1,1,0,0,0,0,0,0,0,0
5120,,421899005120,126515001,5300,530,HACKETT SCHOOL,Horatio B. Hackett School,"Hackett, Horatio B. School",Hackett,1969,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,1,"39.98096374, -75.12685511",N/A,2161 E YORK ST,PHILADELPHIA,PA,19125,215-400-7470,215-400-7471,https://hackett.philasd.org/,MR TODD KIMMEL,Network 5,RENATO LAJARA,Carmen Colon,ccolon@philasd.org,215-400-5877,1,1,1,1,1,1,0,0,0,0,0,0,0
5125,,421899005125,126515001,5320,532,JOHN F. HARTRANFT SCHOOL,John F. Hartranft School,"Hartranft, John F. School",Hartranft,1968,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,Academic Improvement Plan,2017-2018,,,0,,5,"39.98942228, -75.14477741",N/A,720 W CUMBERLAND ST,PHILADELPHIA,PA,19133,215-400-7090,215-400-7091,https://hartranft.philasd.org/,MR KEITH ARRINGTON,Network 5,RENATO LAJARA,Jonathan Bracero,jbracero@philasd.org,215-400-5825,1,1,1,1,1,1,1,1,1,0,0,0,0
3693,,421899003693,126515001,5330,533,WILLIAM H. HUNTER SCHOOL,William H. Hunter School,"Hunter, William H. School",Hunter,1909,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,7,"39.98725028, -75.13176356",N/A,2400 N FRONT ST,PHILADELPHIA,PA,19133,215-400-7110,215-400-7111,https://hunter.philasd.org/,MS HEATHER MILLER,Network 5,RENATO LAJARA,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,1,1,1,1,1,1,1,1,1,0,0,0,0
3694,,421899003694,126515001,5340,534,JAMES R. LUDLOW SCHOOL,James R. Ludlow School,"Ludlow, James R. School",Ludlow,1927,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,5,"39.972724, -75.145854",N/A,550 W MASTER ST,PHILADELPHIA,PA,19122,215-400-7430,215-400-7431,https://ludlow.philasd.org/,MR KHARY MOODY,Network 3,SONYA HARRISON,Rasheeda Sloan,rsloan@philasd.org,215-400-5861,1,1,1,1,1,1,1,1,1,0,0,0,0
5293,,421899005293,126515001,5350,535,WILLIAM MCKINLEY SCHOOL,William McKinley School,"McKinley, William School",McKinley,1970,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,7,"39.9827686, -75.14165528",N/A,2101 N ORKNEY ST,PHILADELPHIA,PA,19122,215-400-7440,215-400-7441,https://mckinley.philasd.org/,MS MARILYN MEJIA,Network 12,JAMINA CLAY,Darlene Bates-Harper,dbatesharper@philasd.org,215-400-5883,1,1,1,1,1,1,1,1,1,0,0,0,0
3697,,421899003697,126515001,5370,537,JOHN MOFFET SCHOOL,John Moffet School,"Moffet, John School",Moffet,1973,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,7,"39.97439362, -75.13498462",N/A,127 W OXFORD ST,PHILADELPHIA,PA,19122,215-400-7390,215-400-7391,https://moffet.philasd.org/,MR RODNEY JOHNSON,Network 3,SONYA HARRISON,Darlene Bates-Harper,dbatesharper@philasd.org,215-400-5883,1,1,1,1,1,1,0,0,0,0,0,0,0
5121,,421899005121,126515001,5390,539,POTTER-THOMAS SCHOOL,Potter-Thomas School,Potter-Thomas School,Potter-Thomas,1967,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,Acceleration,2010-2011,,,0,,7,"39.99690701, -75.14107646",N/A,3001 N 6TH ST,PHILADELPHIA,PA,19133,215-400-7120,215-400-7121,https://potterthomas.philasd.org/,NICHOLE POLK,Acceleration,SEAN CONLEY,Rosa Lopez,rlopez@philasd.org,215-400-7120,1,1,1,1,1,1,1,1,1,0,0,0,0
3701,,421899003701,126515001,5400,540,RICHMOND SCHOOL,Richmond School,Richmond School,Richmond,1929,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,1,"39.983496, -75.110491",N/A,2944 BELGRADE ST,PHILADELPHIA,PA,19134,215-400-7150,215-400-7151,https://richmond.philasd.org/,MRS SUSAN ROZANSKI,Network 5,RENATO LAJARA,Jaemin Kall,jkall@philasd.org,215-400-5867,1,1,1,1,1,1,0,0,0,0,0,0,0
3702,,421899003702,126515001,5410,541,ISAAC A. SHEPPARD SCHOOL,Isaac A. Sheppard School,"Sheppard, Isaac A. School",Sheppard,1898,Elementary,Neighborhood,00-04,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,7,"39.993651, -75.131630",N/A,120 W CAMBRIA ST,PHILADELPHIA,PA,19133,215-400-7070,215-400-7071,https://sheppard.philasd.org/,MS YONAIRA RODRIGUEZ,Network 3,SONYA HARRISON,Jaemin Kall,jkall@philasd.org,215-400-5867,1,1,1,1,1,0,0,0,0,0,0,0,0
3703,,421899003703,126515001,5420,542,JOHN WELSH SCHOOL,John Welsh School,"Welsh, John School",Welsh,1966,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,7,"39.98653438, -75.13941869",N/A,2331 N 4TH ST,PHILADELPHIA,PA,19133,215-400-7130,215-400-7131,https://welsh.philasd.org/,MS PRERNA SRIVASTAVA,Network 5,RENATO LAJARA,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,1,1,1,1,1,1,1,1,1,0,0,0,0
6823,,421899006823,126515001,5430,543,AMY 5 AT JAMES MARTIN,Alternative Middle Years at James Martin,Alternative Middle Years (AMY) at James Martin,AMY at Martin,1985,Middle,Citywide,06-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,6,"39.98529996, -75.09718185",N/A,3380 RICHMOND ST,PHILADELPHIA,PA,19134,215-400-7190,215-400-7191,https://amymartin.philasd.org/,MS PAULA FURMAN,Network 12,JAMINA CLAY,Gerri Dunham-Collazo,gdunhamcollazo@philasd.org,215-400-5857,0,0,0,0,0,0,1,1,1,0,0,0,0
6544,,421899006544,126515001,5440,544,FRANCES E. WILLARD SCHOOL,Frances E. Willard School,"Willard, Frances E. School",Willard,1907,Elementary,Neighborhood,00-04,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,1,"39.993065, -75.115907",N/A,1930 E ELKHART ST,PHILADELPHIA,PA,19134,215-400-7180,215-400-7181,https://willard.philasd.org/,MRS DIANA GARCIA,Network 5,RENATO LAJARA,Dalila Bedoya,dbedoya@philasd.org,215-400-5866,1,1,1,1,1,0,0,0,0,0,0,0,0
5123,,421899005123,126515001,5470,547,WILLIAM CRAMP SCHOOL,William Cramp School,"Cramp, William School",Cramp,1969,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,2016-2017,,0,,7,"40.00260657, -75.13036297",N/A,3449 N MASCHER ST,PHILADELPHIA,PA,19140,215-400-3860,215-400-3861,https://cramp.philasd.org/,MS DEANDA LOGAN,Network 11,AMELIA COLEMAN BROWN,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,1,1,1,1,1,1,0,0,0,0,0,0,0
3645,,421899003645,126515001,5480,548,GEN. PHILIP KEARNY SCHOOL,General Philip Kearny School,"Kearny, General Philip School",Kearny,1898,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,5,"39.96385753, -75.14812935",N/A,601 FAIRMOUNT AVE,PHILADELPHIA,PA,19123,215-400-7590,215-400-7591,https://kearny.philasd.org/,MS SABRINA SCOTT FEGGINS,Network 3,SONYA HARRISON,Rasheeda Sloan,rsloan@philasd.org,215-400-5861,1,1,1,1,1,1,1,1,1,0,0,0,0
7404,,421899000105,126515001,5490,549,CAYUGA SCHOOL,Cayuga School,Cayuga School,Cayuga,1950,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,7,"40.017826, -75.135246",N/A,4344 N 5TH ST,PHILADELPHIA,PA,19140,215-400-3850,215-400-3851,https://cayuga.philasd.org/,MR JASON CARRION,Network 11,AMELIA COLEMAN BROWN,Dalila Bedoya,dbedoya@philasd.org,215-400-5866,1,1,1,1,1,1,0,0,0,0,0,0,0
7521,,421899000329,126515001,5500,550,THURGOOD MARSHALL SCHOOL,Thurgood Marshall School,"Marshall, Thurgood School","Marshall, Thurgood",1997,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,8,"40.02938155, -75.13416332",N/A,5120 N 6TH ST,PHILADELPHIA,PA,19120,215-400-3770,215-400-3771,https://thurgoodmarshall.philasd.org/,MR BRIAN MEADOWS,Network 7,CONSTANCE HORTON,Darlene Bates-Harper,dbatesharper@philasd.org,215-400-5883,1,1,1,1,1,1,1,1,1,0,0,0,0
7852,392798,421899000901,126515001,5520,552,KENSINGTON CAPA,Kensington High School for Creative and Performing Arts,Kensington High School for Creative and Performing Arts (CAPA),Kensington CAPA,2005,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Programs,0,,7,"39.97794956, -75.1330532",N/A,1901 N FRONT ST,PHILADELPHIA,PA,19122,215-400-7400,215-400-7401,https://kcapa.philasd.org/,MS PATRICIA MCDERMOTT,Network 4,NOAH TENNANT,Carmen Colon,ccolon@philasd.org,215-400-5877,0,0,0,0,0,0,0,0,0,1,1,1,1
3800,,421899003800,126515001,5530,553,GLORIA CASAREZ ELEMENTARY SCHOOL,Gloria Casarez Elementary School,Gloria Casarez Elementary School,Casarez,1899,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,Academic Improvement Plan,2020-2021,,,0,,7,"39.99974725, -75.11478572",N/A,800 E ONTARIO ST,PHILADELPHIA,PA,19134,215-400-7160,215-400-7161,https://sheridan.philasd.org/,MRS AWILDA BALBUENA,Network 5,RENATO LAJARA,Dalila Bedoya,dbedoya@philasd.org,215-400-5866,1,1,1,1,1,1,0,0,0,0,0,0,0
7855,392792,421899000907,126515001,5550,555,KENSINGTON HEALTH SCIENCES,Kensington Health Sciences Academy,Kensington Health Sciences Academy,Kensington Health,2001,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,2016-2017,Programs,0,,1,"39.985026, -75.128685",N/A,2463 EMERALD ST,PHILADELPHIA,PA,19125,215-400-3600,215-400-3601,https://khsa.philasd.org/,MS NIMET EREN,Network 4,NOAH TENNANT,Dalila Bedoya,dbedoya@philasd.org,215-400-5866,0,0,0,0,0,0,0,0,0,1,1,1,1
3655,,421899003655,126515001,5560,556,SPRING GARDEN SCHOOL,Spring Garden School,Spring Garden School,Spring Garden,1928,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,5,"39.96516155, -75.15614042",N/A,1146 MELON ST,PHILADELPHIA,PA,19123,215-400-7610,215-400-7611,https://springgarden.philasd.org/,MS LAUREAL ROBINSON,Network 3,SONYA HARRISON,Muminah Cunningham,mcunningham@philasd.org,215-400-5855,1,1,1,1,1,1,1,1,1,0,0,0,0
8507,,,126515001,5580,,"STETSON, JOHN B. MIDDLE SCOOL","Stetson, John B. Middle School","Stetson, John B. Middle School",Stetson,2022,Middle,Neighborhood,05-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,7,"39.99806894, -75.12546663",N/A,3200 B ST,PHILADELPHIA,PA,19134,215-400-9150,,https://stetson.philasd.org/,MR THOMAS MULLIN,Network 5,RENATO LAJARA,Jonathan Bracero,jbracero@philasd.org,215-400-5825,0,0,0,0,0,1,1,1,1,0,0,0,0
N/A,,,126515001,5581,,STETSON MIDDLE SCHOOL CONTINUATION ACADEMY,Stetson Middle School Continuation Academy,Stetson Middle School Continuation Academy,,2022,Transition/Overage School,Alternative,05-08,N/A,0,0,Contracted,Camelot Education,Alternate Schools,,N/A,N/A,,,0,,7,"39.99899563872922, -75.12538317127905",N/A,3200 B ST,PHILADELPHIA,PA,19134,,,,MR THOMAS MULLIN,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,0,0
5124,,421899005124,126515001,5590,559,JOHN H. WEBSTER SCHOOL,John H. Webster School,"Webster, John H. School",Webster,1968,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,2019-2020,,0,,1,"39.996199, -75.104516",N/A,3400 FRANKFORD AVE,PHILADELPHIA,PA,19134,215-400-7170,215-400-7171,https://webster.philasd.org/,MS SHERRI ARABIA,Network 5,RENATO LAJARA,Rasheeda Polk,rhancock@philasd.org,215-400-5864,1,1,1,1,1,1,0,0,0,0,0,0,0
8332,393573,421899007534,126515001,5610,561,BUILDING 21,Building 21,Building 21,Building 21,2014,High,Citywide,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,9,"40.053631, -75.152481",N/A,6501 LIMEKILN PIKE,PHILADELPHIA,PA,19138,215-400-7450,215-400-7451,https://building21.philasd.org/,MS BRIANNE MACNAMARA,Innovation,RYAN SCALLON,Joy McIntosh,jmcintosh@philasd.org,215-400-5888,0,0,0,0,0,0,0,0,0,1,1,1,1
8329,393574,421899007547,126515001,5620,562,THE U SCHOOL,The U School,The U School,U School,2014,High,Citywide,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,5,"39.981983, -75.146256",N/A,2000 N 7TH ST,PHILADELPHIA,PA,19122,215-400-7460,215-400-7461,https://uschool.philasd.org/,MR NEIL GEYETTE,Innovation,RYAN SCALLON,Catalina Monteiro,cmonteiro@philasd.org,215-400-5879,0,0,0,0,0,0,0,0,0,1,1,1,1
8331,393572,421899007525,126515001,5660,566,THE LINC,The LINC,The LINC,LINC,2014,High,Citywide,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,7,"40.006819, -75.129736",N/A,122 W ERIE AVE,PHILADELPHIA,PA,19140,215-400-3940,215-400-3941,https://thelinc.philasd.org/,MS BRIDGET BUJAK,Innovation,RYAN SCALLON,Marcus Davis,mdavis9@philasd.org,215-400-5859,0,0,0,0,0,0,0,0,0,1,1,1,1
7522,,421899000331,126515001,5680,568,HON. LUIS MUNOZ-MARIN SCHOOL,Honorable Luis Munoz-Marin School,"Munoz-Marin, Honorable Luis School",Munoz-Marin,1997,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,Acceleration,2016-2017,,,0,,7,"40.00098011, -75.13538958",N/A,3300 N 3RD ST,PHILADELPHIA,PA,19140,215-400-3920,215-400-3921,https://munozmarin.philasd.org/,MS AMANDA JONES,Network 5,RENATO LAJARA,Jaime Serrano,jlserrano@philasd.org,215-400-5898,1,1,1,1,1,1,1,1,1,0,0,0,0
8388,392797,421899007598,126515001,5700,570,KENSINGTON HIGH SCHOOL,Kensington High School,Kensington High School,Kensington H.S.,2016,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Programs,0,,1,"39.98483396, -75.12640188",N/A,2051 E CUMBERLAND ST,PHILADELPHIA,PA,19125,215-400-7700,215-400-7701,https://kensingtonhs.philasd.org/,MR JOSE LEBRON,Network 4,NOAH TENNANT,Jaemin Kall,jkall@philasd.org,215-400-5867,0,0,0,0,0,0,0,0,0,1,1,1,1
3848,393275,421899003848,126515001,6010,601,CENTRAL HIGH SCHOOL,Central High School,Central High School,Central,1939,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,8,"40.0372851, -75.15074825",N/A,1700 W OLNEY AVE,PHILADELPHIA,PA,19141,215-400-3590,215-400-3591,https://centralhs.philasd.org/,MS KATHARINE DAVIS,Network 1,TED DOMERS,Loribeth Galiano,lgaliano@philasd.org,215-400-5865,0,0,0,0,0,0,0,0,0,1,1,1,1
3844,393445,421899003844,126515001,6030,603,ROXBOROUGH HIGH SCHOOL,Roxborough High School,Roxborough High School,Roxborough,1924,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Programs,0,,4,"40.03802479, -75.22283357",N/A,6498 RIDGE AVE,PHILADELPHIA,PA,19128,215-400-3400,215-400-3401,https://roxboroughhs.philasd.org/,MRS KRISTIN WILLIAMS-SMALLEY,Network 4,NOAH TENNANT,Loribeth Galiano,lgaliano@philasd.org,215-400-5865,0,0,0,0,0,0,0,0,0,1,1,1,1
3861,393427,421899003861,126515001,6040,604,W. B. SAUL HIGH SCHOOL,Walter B. Saul High School,"Saul, Walter B. High School",Saul,1950,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Comprehensive,0,,4,"40.04902036, -75.21981676",N/A,7100 HENRY AVE,PHILADELPHIA,PA,19128,215-400-3450,215-400-3451,https://saul.philasd.org/,MR SAMUEL HOWELL,Network 1,TED DOMERS,Angela Butler,abutler@philasd.org,215-400-5856,0,0,0,0,0,0,0,0,0,1,1,1,1
3843,393430,421899003843,126515001,6050,605,PHILA HIGH SCHOOL FOR GIRLS,Philadelphia High School for Girls,Philadelphia High School for Girls,Girls,1956,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,8,"40.03898514, -75.14475989",N/A,1400 W OLNEY AVE,PHILADELPHIA,PA,19141,215-400-3700,215-400-3701,https://girlshs.philasd.org/,MS LISA MESI,Network 1,TED DOMERS,Rasheeda Polk,rhancock@philasd.org,215-400-5864,0,0,0,0,0,0,0,0,0,1,1,1,1
6675,393381,421899006675,126515001,6060,606,MARTIN L. KING HIGH SCHOOL,Martin Luther King High School,"King, Martin Luther High School",MLK,1972,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Programs,0,,8,"40.05756238, -75.16217184",N/A,6100 STENTON AVE,PHILADELPHIA,PA,19138,215-400-3500,215-400-3501,https://mlkhs.philasd.org/,MRS KEISHA WILKINS,Network 4,NOAH TENNANT,LuQman Abdullah,labdullah@philasd.org,215-400-5852,0,0,0,0,0,0,0,0,0,1,1,1,1
7813,393443,421899000826,126515001,6090,609,RANDOLPH TECHNICAL HIGH SCHOOL,A. Philip Randolph Career and Technical High School,"Randolph, A. Philip Career and Technical High School",Randolph,2004,High,Citywide,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Comprehensive,0,,4,"40.008504, -75.179609",N/A,3101 HENRY AVE,PHILADELPHIA,PA,19129,215-400-3840,215-400-3841,https://randolph.philasd.org/,MS MICHELLE BURNS,Network 13,JONATHAN BROWN,Rasheeda Sloan,rsloan@philasd.org,215-400-5861,0,0,0,0,0,0,0,0,0,1,1,1,1
3706,,421899003706,126515001,6200,620,ANNA B. DAY SCHOOL,Anna B. Day School,"Day, Anna B. School",Day,1952,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,8,"40.05840682, -75.16833464",N/A,6324 CRITTENDEN ST,PHILADELPHIA,PA,19138,215-400-3520,215-400-3521,https://abday.philasd.org/,KAREN WHITE,Network 12,JAMINA CLAY,Lisania Alvarez-Baldwin,lalvarezbaldwin@philasd.org,215-400-5878,1,1,1,1,1,1,1,1,1,0,0,0,0
3708,,421899003708,126515001,6210,621,FRANKLIN S. EDMONDS SCHOOL,Franklin S. Edmonds School,"Edmonds, Franklin S. School",Edmonds,1948,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,2016-2017,,0,,9,"40.0717255, -75.1692495",N/A,8025 THOURON AVE,PHILADELPHIA,PA,19150,215-400-3370,215-400-3371,https://edmonds.philasd.org/,MS WENDY SHARPE,Network 6,KIMBERLY NEWMAN,Lisania Alvarez-Baldwin,lalvarezbaldwin@philasd.org,215-400-5878,1,1,1,1,1,1,1,1,1,0,0,0,0
3709,,421899003709,126515001,6220,622,ELEANOR C. EMLEN SCHOOL,Eleanor C. Emlen School,"Emlen, Eleanor C. School",Emlen,1926,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,8,"40.05436289, -75.17790573",N/A,6501 CHEW AVE,PHILADELPHIA,PA,19119,215-400-3470,215-400-3471,https://emlen.philasd.org/,MRS TAMMY THOMAS,Network 6,KIMBERLY NEWMAN,Catalina Monteiro,cmonteiro@philasd.org,215-400-5879,1,1,1,1,1,1,0,0,0,0,0,0,0
6913,,421899006913,126515001,6230,623,FITLER ACADEMICS PLUS,Fitler Academics Plus School,Fitler Academics Plus School,Fitler,1898,Elementary-Middle,Citywide,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,8,"40.02610052, -75.16633733",N/A,140 W SEYMOUR ST,PHILADELPHIA,PA,19144,215-400-3610,215-400-3611,https://fitler.philasd.org/,MR ANTHIOUS BOONE,Network 6,KIMBERLY NEWMAN,Muminah Cunningham,mcunningham@philasd.org,215-400-5855,1,1,1,1,1,1,1,1,1,0,0,0,0
3712,,421899003712,126515001,6250,625,CHARLES W. HENRY SCHOOL,Charles W. Henry School,"Henry, Charles W. School",Henry,1908,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,8,"40.04625771, -75.19658776",N/A,601 CARPENTER LN,PHILADELPHIA,PA,19119,215-400-3480,215-400-3481,https://henry.philasd.org/,MR TYRONE ROSS II,Network 6,KIMBERLY NEWMAN,Catalina Monteiro,cmonteiro@philasd.org,215-400-5879,1,1,1,1,1,1,1,1,1,0,0,0,0
3713,,421899003713,126515001,6260,626,HENRY H. HOUSTON SCHOOL,Henry H. Houston School,"Houston, Henry H. School",Houston,1927,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,8,"40.059003, -75.195084",N/A,7300 RURAL LN.,PHILADELPHIA,PA,19119,215-400-3490,215-400-3491,https://houston.philasd.org/,MR LEROY HALL,Network 6,KIMBERLY NEWMAN,Catalina Monteiro,cmonteiro@philasd.org,215-400-5879,1,1,1,1,1,1,1,1,1,0,0,0,0
3714,,421899003714,126515001,6270,627,JENKS ACADEMY ARTS & SCIENCES,Jenks Academy for Arts and Sciences,Jenks Academy for Arts and Sciences,"Jenks, J.S.",1924,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,8,"40.07440887, -75.20356162",N/A,8301 GERMANTOWN AVE,PHILADELPHIA,PA,19118,215-400-3360,215-400-3361,https://jsjenks.philasd.org/,MS CORINNE SCIOLI,Network 6,KIMBERLY NEWMAN,Catalina Monteiro,cmonteiro@philasd.org,215-400-5879,1,1,1,1,1,1,1,1,1,0,0,0,0
3718,,421899003718,126515001,6300,630,JAMES LOGAN SCHOOL,James Logan School,"Logan, James School",Logan,1924,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,2016-2017,,0,,8,"40.03085306, -75.15205995",N/A,1700 LINDLEY AVE,PHILADELPHIA,PA,19141,215-400-3670,215-400-3671,https://logan.philasd.org/,MR MATTHEW GRILL,Network 6,KIMBERLY NEWMAN,Darlene Bates-Harper,dbatesharper@philasd.org,215-400-5883,1,1,1,1,1,1,0,0,0,0,0,0,0
